County Name,Census Tract,# Extremely Hot Days
Mason,53045940000,1
Mason,53045960100,1
Mason,53045960200,2
Mason,53045960300,1
Mason,53045960400,1
Mason,53045960500,1
Mason,53045960600,1
Mason,53045960700,1
Mason,53045960800,1
Mason,53045960900,1
Mason,53045961000,1
Mason,53045961100,1
Mason,53045961200,1
Mason,53045961300,2
Okanogan,53047940100,3
Okanogan,53047940200,4
Okanogan,53047970300,4
Okanogan,53047970400,4
Okanogan,53047970500,4
Okanogan,53047970600,4
Okanogan,53047970700,4
Okanogan,53047970800,4
Okanogan,53047970900,5
Okanogan,53047971000,5
Pacific,53049950200,2
Pacific,53049950300,2
Pacific,53049950400,2
Pacific,53049950500,2
Pacific,53049950600,2
Pacific,53049950700,2
Pacific,53049950800,2
Pend Oreille,53051970100,4
Pend Oreille,53051970200,4
Pend Oreille,53051970300,4
Pend Oreille,53051970400,4
Pend Oreille,53051970500,4
Pierce,53053060200,1
Pierce,53053060300,1
Pierce,53053060400,1
Pierce,53053060500,1
Pierce,53053060600,1
Pierce,53053060700,1
Pierce,53053060800,1
Pierce,53053060903,1
Pierce,53053060904,1
Pierce,53053060905,1
Pierce,53053060906,1
Pierce,53053061001,1
Pierce,53053061002,1
Pierce,53053061100,1
Pierce,53053061200,1
Pierce,53053061300,1
Pierce,53053061400,1
Pierce,53053061500,1
Pierce,53053061601,1
Pierce,53053061602,1
Pierce,53053061700,1
Pierce,53053061800,1
Pierce,53053061900,1
Pierce,53053062000,1
Pierce,53053062300,1
Pierce,53053062400,1
Pierce,53053062500,1
Pierce,53053062600,1
Pierce,53053062801,1
Pierce,53053062802,1
Pierce,53053062900,1
Pierce,53053063000,1
Pierce,53053063100,1
Pierce,53053063200,1
Pierce,53053063300,1
Pierce,53053063400,1
Pierce,53053063501,1
Pierce,53053063502,1
Pierce,53053070100,1
Pierce,53053070203,1
Pierce,53053070204,1
Pierce,53053070205,1
Pierce,53053070206,1
Pierce,53053070207,1
Pierce,53053070307,1
Pierce,53053070308,1
Pierce,53053070309,1
Pierce,53053070310,1
Pierce,53053070311,1
Pierce,53053070312,1
Pierce,53053070313,1
Pierce,53053070314,1
Pierce,53053070315,1
Pierce,53053070316,1
Pierce,53053070401,1
Pierce,53053070403,1
Pierce,53053070404,1
Pierce,53053070703,1
Pierce,53053071100,1
Pierce,53053071205,1
Pierce,53053071206,1
Pierce,53053071207,1
Pierce,53053071208,1
Pierce,53053071209,1
Pierce,53053071210,1
Pierce,53053071304,1
Pierce,53053071305,1
Pierce,53053071306,1
Pierce,53053071307,1
Pierce,53053071309,1
Pierce,53053071310,1
Pierce,53053071403,1
Pierce,53053071406,1
Pierce,53053071407,1
Pierce,53053071408,1
Pierce,53053071409,1
Pierce,53053071410,1
Pierce,53053071411,1
Pierce,53053071503,1
Pierce,53053071504,1
Pierce,53053071505,1
Pierce,53053071506,1
Pierce,53053071601,1
Pierce,53053071602,1
Pierce,53053071703,1
Pierce,53053071704,1
Pierce,53053071705,1
Pierce,53053071706,1
Pierce,53053071707,1
Pierce,53053071803,1
Pierce,53053071805,1
Pierce,53053071806,1
Pierce,53053071807,1
Pierce,53053071808,1
Pierce,53053071901,1
Pierce,53053071902,1
Pierce,53053072000,1
Pierce,53053072105,1
Pierce,53053072106,1
Pierce,53053072107,1
Pierce,53053072108,1
Pierce,53053072109,1
Pierce,53053072111,1
Pierce,53053072112,1
Pierce,53053072305,1
Pierce,53053072307,1
Pierce,53053072308,1
Pierce,53053072309,1
Pierce,53053072310,1
Pierce,53053072311,1
Pierce,53053072312,1
Pierce,53053072313,1
Pierce,53053072405,1
Pierce,53053072406,1
Pierce,53053072407,1
Pierce,53053072408,1
Pierce,53053072409,1
Pierce,53053072410,1
Pierce,53053072503,1
Pierce,53053072504,1
Pierce,53053072505,1
Pierce,53053072506,1
Pierce,53053072507,1
Pierce,53053072601,1
Pierce,53053072602,1
Pierce,53053072603,1
Pierce,53053072800,1
Pierce,53053072901,1
Pierce,53053072903,1
Pierce,53053072905,1
Pierce,53053072906,1
Pierce,53053072907,1
Pierce,53053073001,1
Pierce,53053073005,1
Pierce,53053073006,1
Pierce,53053073108,1
Pierce,53053073110,1
Pierce,53053073111,1
Pierce,53053073113,1
Pierce,53053073114,1
Pierce,53053073115,1
Pierce,53053073116,1
Pierce,53053073117,1
Pierce,53053073118,1
Pierce,53053073119,1
Pierce,53053073120,1
Pierce,53053073121,1
Pierce,53053073122,1
Pierce,53053073123,1
Pierce,53053073124,1
Pierce,53053073125,1
Pierce,53053073126,1
Pierce,53053073200,1
Pierce,53053073301,1
Pierce,53053073302,1
Pierce,53053073404,1
Pierce,53053073405,1
Pierce,53053073406,1
Pierce,53053073407,1
Pierce,53053073408,1
Pierce,53053073500,1
Pierce,53053940001,1
Pierce,53053940002,1
Pierce,53053940003,1
Pierce,53053940004,1
Pierce,53053940005,1
Pierce,53053940006,1
Pierce,53053940007,1
Pierce,53053940008,1
Pierce,53053940009,1
Pierce,53053940010,1
Pierce,53053940011,1
San Juan,53055960100,1
San Juan,53055960300,0
San Juan,53055960400,0
San Juan,53055960500,0
San Juan,53055990100,1
Skagit,53057940200,1
Skagit,53057940300,1
Skagit,53057940400,1
Skagit,53057940500,1
Skagit,53057940600,1
Skagit,53057940700,1
Skagit,53057940800,1
Skagit,53057950100,1
Skagit,53057950800,1
Skagit,53057950900,1
Skagit,53057951000,1
Skagit,53057951100,2
Skagit,53057951200,1
Skagit,53057951300,1
Skagit,53057951400,1
Skagit,53057951500,1
Skagit,53057951600,1
Skagit,53057951700,1
Skagit,53057951800,1
Skagit,53057951900,1
Skagit,53057952100,1
Skagit,53057952200,1
Skagit,53057952301,1
Skagit,53057952302,1
Skagit,53057952401,1
Skagit,53057952402,1
Skagit,53057952500,1
Skagit,53057952600,1
Skagit,53057952700,1
Skagit,53057990100,1
Skamania,53059950100,1
Skamania,53059950200,1
Skamania,53059950300,1
Skamania,53059950400,1
Skamania,53059950500,1
Snohomish,53061040100,1
Snohomish,53061040200,1
Snohomish,53061040300,1
Snohomish,53061040400,1
Snohomish,53061040500,1
Snohomish,53061040700,1
Snohomish,53061040800,1
Snohomish,53061040900,1
Snohomish,53061041000,1
Snohomish,53061041100,1
Snohomish,53061041201,1
Snohomish,53061041202,1
Snohomish,53061041301,1
Snohomish,53061041303,1
Snohomish,53061041304,1
Snohomish,53061041400,1
Snohomish,53061041500,1
Snohomish,53061041601,1
Snohomish,53061041605,1
Snohomish,53061041606,1
Snohomish,53061041607,1
Snohomish,53061041608,1
Snohomish,53061041701,1
Snohomish,53061041703,1
Snohomish,53061041704,1
Snohomish,53061041805,1
Snohomish,53061041806,1
Snohomish,53061041808,1
Snohomish,53061041809,1
Snohomish,53061041810,1
Snohomish,53061041811,1
Snohomish,53061041812,1
Snohomish,53061041901,1
Snohomish,53061041903,1
Snohomish,53061041904,1
Snohomish,53061041905,1
Snohomish,53061042001,1
Snohomish,53061042003,1
Snohomish,53061042004,1
Snohomish,53061042005,1
Snohomish,53061042006,1
Snohomish,53061050101,1
Snohomish,53061050102,1
Snohomish,53061050200,1
Snohomish,53061050300,1
Snohomish,53061050401,1
Snohomish,53061050402,1
Snohomish,53061050500,1
Snohomish,53061050600,1
Snohomish,53061050700,1
Snohomish,53061050800,1
Snohomish,53061050900,1
Snohomish,53061051000,1
Snohomish,53061051100,1
Snohomish,53061051200,1
Snohomish,53061051300,1
Snohomish,53061051400,1
Snohomish,53061051500,1
Snohomish,53061051601,1
Snohomish,53061051602,1
Snohomish,53061051701,1
Snohomish,53061051702,1
Snohomish,53061051802,1
Snohomish,53061051803,1
Snohomish,53061051804,1
Snohomish,53061051905,1
Snohomish,53061051912,1
Snohomish,53061051913,1
Snohomish,53061051914,1
Snohomish,53061051915,1
Snohomish,53061051916,1
Snohomish,53061051917,1
Snohomish,53061051918,1
Snohomish,53061051921,1
Snohomish,53061051922,1
Snohomish,53061051923,1
Snohomish,53061051924,1
Snohomish,53061051925,1
Snohomish,53061051926,1
Snohomish,53061051927,1
Snohomish,53061051928,1
Snohomish,53061052003,1
Snohomish,53061052004,1
Snohomish,53061052005,1
Snohomish,53061052006,1
Snohomish,53061052007,1
Snohomish,53061052104,1
Snohomish,53061052105,1
Snohomish,53061052107,1
Snohomish,53061052108,1
Snohomish,53061052112,1
Snohomish,53061052113,1
Snohomish,53061052114,1
Snohomish,53061052115,1
Snohomish,53061052118,1
Snohomish,53061052203,1
Snohomish,53061052204,1
Snohomish,53061052206,1
Snohomish,53061052207,1
Snohomish,53061052208,1
Snohomish,53061052209,1
Snohomish,53061052301,1
Snohomish,53061052302,1
Snohomish,53061052401,1
Snohomish,53061052402,1
Snohomish,53061052502,1
Snohomish,53061052503,1
Snohomish,53061052504,1
Snohomish,53061052603,1
Snohomish,53061052604,1
Snohomish,53061052605,1
Snohomish,53061052606,1
Snohomish,53061052607,1
Snohomish,53061052701,1
Snohomish,53061052705,1
Snohomish,53061052706,1
Snohomish,53061052707,1
Snohomish,53061052708,1
Snohomish,53061052709,1
Snohomish,53061052803,1
Snohomish,53061052804,1
Snohomish,53061052805,1
Snohomish,53061052806,1
Snohomish,53061052903,1
Snohomish,53061052904,1
Snohomish,53061052905,1
Snohomish,53061052906,1
Snohomish,53061053101,1
Snohomish,53061053102,1
Snohomish,53061053201,1
Snohomish,53061053202,1
Snohomish,53061053301,1
Snohomish,53061053302,1
Snohomish,53061053400,1
Snohomish,53061053504,1
Snohomish,53061053505,1
Snohomish,53061053506,1
Snohomish,53061053507,1
Snohomish,53061053508,1
Snohomish,53061053509,1
Snohomish,53061053602,1
Snohomish,53061053603,1
Snohomish,53061053604,1
Snohomish,53061053700,2
Snohomish,53061053801,1
Snohomish,53061053802,1
Snohomish,53061053803,1
Snohomish,53061940001,1
Snohomish,53061940002,1
Snohomish,53061990002,1
Spokane,53063000200,4
Spokane,53063000300,4
Spokane,53063000400,4
Spokane,53063000500,4
Spokane,53063000600,4
Spokane,53063000700,4
Spokane,53063000800,4
Spokane,53063000900,4
Spokane,53063001000,4
Spokane,53063001100,4
Spokane,53063001200,4
Spokane,53063001300,4
Spokane,53063001400,4
Spokane,53063001500,4
Spokane,53063001600,4
Spokane,53063001800,4
Spokane,53063001900,4
Spokane,53063002000,4
Spokane,53063002100,4
Spokane,53063002300,4
Spokane,53063002400,4
Spokane,53063002500,4
Spokane,53063002600,4
Spokane,53063002900,4
Spokane,53063003000,4
Spokane,53063003100,4
Spokane,53063003200,4
Spokane,53063003500,4
Spokane,53063003600,4
Spokane,53063003800,4
Spokane,53063003900,4
Spokane,53063004000,4
Spokane,53063004100,4
Spokane,53063004200,4
Spokane,53063004300,4
Spokane,53063004400,4
Spokane,53063004500,4
Spokane,53063004601,4
Spokane,53063004602,4
Spokane,53063004700,4
Spokane,53063004800,4
Spokane,53063004900,4
Spokane,53063005000,4
Spokane,53063010100,4
Spokane,53063010201,4
Spokane,53063010202,4
Spokane,53063010301,4
Spokane,53063010303,4
Spokane,53063010304,4
Spokane,53063010305,4
Spokane,53063010401,5
Spokane,53063010402,5
Spokane,53063010501,4
Spokane,53063010503,4
Spokane,53063010504,4
Spokane,53063010601,4
Spokane,53063010602,4
Spokane,53063010700,4
Spokane,53063010800,4
Spokane,53063010900,4
Spokane,53063011000,4
Spokane,53063011101,4
Spokane,53063011102,4
Spokane,53063011201,4
Spokane,53063011202,4
Spokane,53063011300,4
Spokane,53063011400,4
Spokane,53063011500,4
